ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,target
1559,0.7,0.012,0,0,0,0,0,0,0.061,0.00072,0,0,0,0.07,0,0,0,0,0,0.087,0,class3
1560,0.74,0.016,0,1,0,0,0,0,0.09,0.0029,0,0,0,0.114,0,0,0,0,0,0.079,0,class3
1561,0.25,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1562,0.58,0.0208,0,1,0,0,0,0,0.106,0.0002,0,0,0,0.113,0,0,0,0,0,0.094,0,class3
1563,0.62,0.0206,0,1,0,0,0,0,0.09,0.0012,0,0,0,0.077,0,0,0,0,0,0.116,0,class3
1564,0.49,0.0206,0,1,0,0,0,0,0.087,0.00189,0,0,0,0.073,0,0,0,0,0,0.12,0,class3
1565,0.27,0.017,0,1,0,0,0,0,0.089,0.0022,0,0,0,0.104,0,0,0,0,0,0.086,0,class3
1566,0.74,0.02,0,1,0,0,0,0,0.113,0.0001,0,0,0,0.116,0,0,0,0,0,0.097,0,class3
1567,0.62,0.016,0,0,0,0,0,0,0.069,0.0015,0,0,0,0.083,0,0,0,0,0,0.082,0,class3
1568,0.75,0.015,0,0,0,0,0,0,0.085,0.0016,0,0,0,0.09,0,0,0,0,0,0.094,0,class3
1569,0.28,0.024,0,0,0,0,0,0,0.102,0.0014,0,0,0,0.095,0,0,0,0,0,0.108,0,class3
1570,0.65,0.014,0,0,0,0,0,0,0.079,0.00025,0,0,0,0.103,0,0,0,0,0,0.077,0,class3
1571,0.53,0.026,1,1,0,0,0,0,0.136,0.0006,0,0,0,0.114,0,0,0,0,0,0.119,0,class3
1572,0.6,0.005,0,0,0,0,0,0,0.011,0.4,0,1,0,0.00909,0,0,0,0,0,0.119,0,class1
1573,0.43,0.0206,0,0,0,0,0,0,0.098,0.0022,0,0,0,0.115,0,0,0,0,0,0.085,0,class3
1574,0.45,0.02,0,0,0,0,0,0,0.073,0.0032,0,0,0,0.099,0,0,0,0,0,0.074,0,class3
1575,0.53,0.02,0,0,0,0,0,0,0.103,0.00085,1,0,0,0.111,0,0,0,0,0,0.093,0,class3
1576,0.7,0.017,0,0,0,0,0,0,0.131,0.0055,0,0,0,0.088,0,0,0,0,0,0.149,0,class3
1577,0.3,0.018,0,1,0,0,0,1,0.096,0.00189,0,0,0,0.103,0,0,0,0,0,0.093,0,class3
1578,0.5,0.018,0,1,0,0,0,0,0.142,0.0002,0,0,0,0.144,0,0,0,0,0,0.099,0,class3
1579,0.68,0.013,0,0,0,0,0,0,0.119,0.0014,0,0,0,0.107,0,0,0,0,0,0.111,0,class3
1580,0.78,0.005,0,1,0,0,0,0,0.105,0.00071,0,0,0,0.129,0,0,0,0,0,0.082,0,class3
1581,0.19,0.029,0,1,0,0,0,0,0.135,0.00208,0,0,0,0.167,0,0,0,0,0,0.081,0,class3
1582,0.63,0.0208,0,0,0,0,0,0,0.08,0.0082,0,0,0,0.079,0,0,0,0,0,0.101,0,class2
1583,0.47,0.0208,0,1,0,0,0,0,0.094,0.0011,0,0,0,0.119,0,0,0,0,0,0.079,0,class3
1584,0.18,0.0206,0,1,0,0,0,0,0.095,0.00189,0,0,0,0.102,0,0,0,0,0,0.093,0,class3
1585,0.65,0.014,0,1,0,0,0,0,0.078,0.0016,0,0,0,0.096,0,0,0,0,0,0.082,0,class3
1586,0.32,0.0206,0,0,0,0,0,0,0.059,0.0024,0,0,0,0.119,0,0,0,0,0,0.05,0,class3
1587,0.14,0.0206,0,1,0,0,0,0,0.091,0.0014,0,0,0,0.098,0,0,0,0,0,0.093,0,class3
1588,0.29,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1589,0.45,0.003,1,1,0,1,0,0,0.067,0.01,0,0,1,0.06693,0,0,0,0,0,0.1,0,class2
1590,0.2,0.025,0,0,0,0,0,0,0.093,0.00015,0,0,0,0.093,1,0,0,0,0,0.1,0,class3
1591,0.5,0.025,0,0,0,0,0,0,0.114,0.0018,0,0,0,0.103,0,0,0,0,0,0.111,0,class3
1592,0.29,0.015,0,0,0,0,0,0,0.095,0.014,0,1,0,0.106,0,0,0,0,0,0.09,0,class3
1593,0.72,0.0206,0,0,0,0,0,0,0.131,0.00085,0,0,0,0.144,0,0,0,0,0,0.091,0,class3
1594,0.45,0.02,0,0,0,0,0,0,0.133,0.0002,0,1,0,0.136,0,0,0,0,0,0.098,0,class3
1595,0.63,0.029,0,0,0,0,0,0,0.118,0.00043,0,0,0,0.083,0,0,0,0,0,0.142,0,class3
1596,0.75,0.025,0,0,0,0,0,0,0.141,0.0008,0,0,0,0.11,0,0,0,0,0,0.128,0,class3
1597,0.65,0.022,0,0,0,0,0,0,0.073,0.0026,0,0,0,0.074,0,0,0,0,0,0.099,0,class3
1598,0.82,0.014,0,0,0,0,0,0,0.131,0.0013,0,0,0,0.121,0,0,0,1,0,0.108,0,class3
1599,0.37,0.043,0,1,0,0,0,0,0.187,0.00189,0,0,0,0.194,0,0,0,0,0,0.096,0,class3
1600,0.15,0.034,1,1,0,0,0,0,0.115,0.0023,0,0,0,0.12,0,0,0,0,0,0.096,0,class3
1601,0.42,0.026,0,0,0,0,0,0,0.138,2e-05,0,0,0,0.088,0,0,0,0,0,0.158,0,class3
1602,0.4,0.023,0,1,0,0,0,0,0.087,0.0013,0,0,0,0.09,0,0,0,0,0,0.096,0,class3
1603,0.39,0.016,0,0,0,0,0,0,0.125,0.0069,0,1,0,0.123,0,0,0,0,0,0.102,0,class3
1604,0.41,0.038,0,0,0,0,0,0,0.253,0.0002,0,0,0,0.204,0,0,0,1,0,0.124,0,class3
1605,0.25,0.041,0,0,0,0,0,0,0.158,0.0003,0,0,0,0.111,0,0,0,0,0,0.142,0,class3
1606,0.79,0.026,0,0,0,0,0,0,0.111,0.0024,0,0,0,0.111,0,0,0,0,0,0.1,0,class3
1607,0.27,0.022,0,1,0,0,0,0,0.099,0.0002,0,0,0,0.12,0,0,0,0,0,0.082,0,class3
1608,0.43,0.0206,0,1,0,0,0,0,0.062,0.0001,0,0,0,0.066,0,0,0,0,0,0.094,0,class3
1609,0.65,0.0208,0,0,1,0,0,0,0.162,0.0013,0,0,1,0.137,0,0,0,1,0,0.119,0,class3
1610,0.77,0.015,0,0,0,0,0,0,0.117,0.0016,0,0,0,0.136,0,0,0,0,0,0.086,0,class3
1611,0.26,0.0208,0,1,0,0,0,0,0.073,0.0057,0,0,0,0.098,0,0,0,0,0,0.074,0,class3
1612,0.72,0.0206,0,1,0,0,0,0,0.108,0.00189,0,0,0,0.106,0,0,0,0,0,0.102,0,class3
1613,0.23,0.028,0,1,0,0,0,0,0.183,3e-05,0,0,0,0.149,0,0,0,0,0,0.123,0,class3
1614,0.59,0.014,0,1,0,0,0,0,0.096,0.0049,0,0,0,0.109,0,0,0,0,0,0.088,0,class3
1615,0.7,0.015,0,1,0,0,0,0,0.07,0.0015,0,0,0,0.091,0,0,0,0,0,0.077,0,class3
1616,0.7,0.0206,0,0,1,0,0,0,0.109,0.0012,0,0,0,0.1,0,0,0,0,0,0.108,0,class3
1617,0.26,0.027,0,0,0,0,0,0,0.119,0.0018,0,0,0,0.088,0,0,0,0,0,0.136,0,class3
1618,0.61,0.024,0,0,1,0,0,0,0.077,0.0037,0,0,0,0.062,0,0,0,1,0,0.124,0,class3
1619,0.18,0.023,1,1,0,0,0,0,0.098,0.0001,0,0,0,0.115,0,0,0,0,0,0.085,0,class3
1620,0.37,0.028,0,0,0,0,0,0,0.11,0.00072,0,0,0,0.111,0,0,0,0,0,0.099,0,class3
1621,0.52,0.0206,0,0,0,0,0,0,0.105,0.0002,0,0,0,0.108,0,0,0,0,0,0.097,0,class3
1622,0.64,0.018,0,0,0,0,0,0,0.112,0.0006,0,0,0,0.106,0,0,0,1,0,0.104,0,class3
1623,0.62,0.014,0,1,0,0,0,0,0.113,0.0012,0,0,0,0.11,0,0,0,0,0,0.103,0,class3
1624,0.7,0.019,0,0,0,0,0,0,0.114,0.0036,0,0,0,0.11491,0,0,0,0,0,0.099,0,class3
1625,0.45,0.0206,0,0,0,0,0,0,0.057,0.00189,0,0,0,0.065,0,0,0,0,0,0.085,0,class3
1626,0.21,0.016,1,0,0,0,0,0,0.099,0.0012,0,1,0,0.114,0,0,0,0,0,0.087,0,class3
1627,0.65,0.0208,0,1,0,0,0,0,0.154,0.002,0,0,0,0.156,0,0,0,1,0,0.099,0,class3
1628,0.54,0.026,0,0,0,0,0,0,0.1,0.00058,0,1,1,0.099,0,0,0,0,0,0.101,0,class3
1629,0.55,0.024,0,0,0,0,0,1,0.095,0.0012,0,0,0,0.09,0,0,0,0,0,0.104,0,class3
1630,0.59,0.028,0,0,0,0,0,0,0.142,0.0002,0,1,0,0.143,0,0,0,0,0,0.099,0,class3
1631,0.73,0.0208,0,0,0,0,0,0,0.123,0.0025,0,0,0,0.119,0,0,0,0,0,0.103,0,class3
1632,0.33,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,1,0,0,0,0.099,0,class3
1633,0.53,0.028,0,0,0,0,0,0,0.11118,0.00189,1,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1634,0.78,0.0208,0,0,0,0,0,0,0.141,0.00208,0,0,0,0.167,0,0,0,0,0,0.085,0,class3
1635,0.26,0.017,0,1,0,0,0,0,0.129,0.0029,0,0,0,0.116,0,0,0,0,0,0.11,0,class3
1636,0.65,0.013,0,1,0,0,0,0,0.031,0.103,0,0,0,0.02983,0,0,0,0,0,0.103,0,class1
1637,0.43,0.005,0,0,0,0,0,0,0.0029,0.07,0,0,0,0.0028,0,0,0,0,0,0.104,0,class1
1638,0.49,0.023,0,0,0,0,0,0,0.092,0.0022,0,0,0,0.09274,0,0,0,0,0,0.099,0,class3
1639,0.85,0.013,0,0,0,0,0,0,0.111,0.0002,0,0,0,0.118,0,0,0,0,0,0.094,0,class3
1640,0.43,0.025,0,1,0,0,0,0,0.07,0.0033,0,0,0,0.075,0,0,0,0,0,0.093,0,class3
1641,0.59,0.017,0,0,0,0,0,0,0.119,0.0018,0,0,0,0.11995,0,0,0,0,0,0.099,0,class3
1642,0.6,0.01,0,1,0,0,0,0,0.102,0.00091,0,0,0,0.112,0,0,0,0,0,0.091,0,class3
1643,0.5,0.0208,0,1,0,0,0,0,0.094,0.00052,0,0,0,0.099,0,0,0,0,0,0.095,0,class3
1644,0.46,0.0206,0,0,0,0,0,0,0.109,0.0025,0,0,0,0.098,0,0,0,0,0,0.111,0,class3
1645,0.47,0.0206,0,1,0,1,0,0,0.094,0.0011,0,0,0,0.097,0,0,0,0,0,0.097,0,class3
1646,0.75,0.008,0,1,0,0,0,0,0.093,4e-05,0,0,0,0.16,0,0,0,0,0,0.058,0,class3
1647,0.55,0.016,0,1,0,0,0,0,0.101,0.0014,0,0,0,0.108,0,0,0,0,0,0.093,0,class3
1648,0.26,0.0208,0,0,0,0,0,0,0.14,0.0016,0,0,0,0.132,0,0,0,0,0,0.104,0,class3
1649,0.53,0.022,0,0,0,0,0,0,0.083,0.0011,0,0,0,0.079,0,0,0,0,0,0.104,0,class3
1650,0.65,0.026,0,0,0,0,0,0,0.134,0.002,0,0,0,0.136,0,0,0,0,0,0.099,0,class3
1651,0.33,0.008,0,0,0,0,0,0,0.051,0.0062,0,0,0,0.058,0,0,0,0,0,0.088,0,class1
1652,0.51,0.022,0,0,0,0,0,0,0.11118,0.00208,0,0,0,0.095,0,0,0,0,0,0.099,0,class3
1653,0.75,0.0208,0,1,0,0,0,0,0.115,0.0014,0,0,0,0.119,0,0,0,0,0,0.097,0,class3
1654,0.69,0.0206,0,0,0,0,0,0,0.116,0.0049,0,1,0,0.105,0,0,0,0,0,0.11,0,class3
1655,0.72,0.009,0,0,0,0,0,0,0.093,5e-05,0,0,0,0.097,0,0,0,0,0,0.097,0,class3
1656,0.69,0.0206,0,0,0,0,0,0,0.135,0.00025,0,1,0,0.123,0,0,0,0,0,0.11,0,class3
1657,0.48,0.016,0,0,0,0,0,0,0.061,0.0044,0,0,0,0.056,0,0,0,0,0,0.109,0,class3
1658,0.39,0.029,0,0,0,0,0,0,0.136,0.00025,0,0,0,0.094,0,0,0,1,0,0.144,0,class3
1659,0.71,0.018,0,0,0,0,0,0,0.094,0.0014,0,0,0,0.124,0,0,0,0,0,0.076,0,class3
1660,0.23,0.02,0,1,0,0,0,0,0.156,0.0014,0,0,0,0.134,0,0,0,0,0,0.116,0,class3
1661,0.23,0.034,0,0,0,0,0,0,0.091,2e-05,0,0,0,0.083,0,0,0,0,0,0.11,0,class3
1662,0.74,0.019,0,0,0,0,0,0,0.099,0.0013,0,0,0,0.088,0,0,0,0,0,0.112,0,class3
1663,0.32,0.013,0,0,0,0,0,0,0.086,0.0028,0,0,0,0.096,0,0,0,1,0,0.089,0,class3
1664,0.72,0.032,0,0,0,0,0,0,0.11118,0.00189,1,1,0,0.11207,0,0,0,0,0,0.099,0,class3
1665,0.69,0.0206,0,1,1,0,0,0,0.091,0.00071,0,1,0,0.098,0,0,0,1,0,0.094,0,class3
1666,0.33,0.05,0,0,0,0,0,0,0.244,1e-05,0,0,0,0.362,0,0,0,1,0,0.067,0,class3
1667,0.83,0.013,0,0,0,0,0,0,0.1,0.0026,0,0,0,0.117,0,0,0,0,0,0.086,0,class3
1668,0.53,0.0206,0,0,0,0,0,0,0.145,0.00032,0,1,0,0.152,0,0,0,0,0,0.096,0,class3
1669,0.59,0.024,0,0,1,0,0,0,0.109,0.00025,0,0,0,0.113,0,0,0,0,0,0.097,0,class3
1670,0.52,0.0206,0,1,0,0,0,1,0.098,0.00189,0,0,0,0.138,0,0,0,0,0,0.071,0,class3
1671,0.51,0.025,0,1,0,0,0,0,0.106,0.0024,0,0,0,0.13,0,0,0,0,0,0.081,0,class3
1672,0.63,0.019,0,0,0,0,0,0,0.097,0.0015,0,0,0,0.094,0,0,0,0,0,0.103,0,class3
1673,0.63,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1674,0.7,0.003,0,0,0,0,0,0,0.079,0.0015,0,0,0,0.098,0,0,0,0,0,0.08,0,class3
1675,0.66,0.028,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,1,0,0.099,0,class3
1676,0.52,0.027,0,1,0,0,0,0,0.159,0.0011,0,0,0,0.134,0,0,0,0,0,0.119,0,class3
1677,0.51,0.019,0,0,0,0,0,0,0.101,0.00025,0,1,0,0.094,0,0,0,0,0,0.108,0,class3
1678,0.39,0.019,0,0,0,0,0,0,0.098,0.0022,0,0,1,0.11,0,0,0,0,0,0.088,0,class3
1679,0.67,0.019,0,0,0,0,0,0,0.109,0.0005,0,0,0,0.108,0,0,0,0,0,0.101,0,class3
1680,0.58,0.023,0,1,0,0,0,0,0.102,0.0009,0,0,0,0.102,0,0,0,0,0,0.1,0,class3
1681,0.78,0.005,0,0,0,0,0,0,0.085,0.00074,0,0,0,0.11,0,0,0,0,0,0.077,0,class3
1682,0.76,0.012,0,0,0,0,0,0,0.086,0.011,0,0,0,0.101,0,0,0,0,0,0.085,0,class2
1683,0.48,0.0208,0,1,0,0,0,0,0.055,0.0022,0,0,0,0.065,0,0,0,0,0,0.085,0,class3
1684,0.68,0.002,0,1,0,0,0,0,0.115,5e-05,0,0,0,0.126,0,0,0,0,0,0.092,0,class3
1685,0.6,0.01,0,0,0,0,0,0,0.073,0.0005,0,0,0,0.089,0,0,0,0,0,0.082,0,class3
1686,0.36,0.028,0,0,0,0,0,0,0.126,0.0009,0,0,0,0.098,0,1,0,0,0,0.129,0,class3
1687,0.61,0.023,0,1,0,0,0,0,0.143,0.0012,0,0,0,0.141,0,0,0,0,0,0.102,0,class3
1688,0.55,0.023,0,0,0,0,0,0,0.098,0.0019,0,0,1,0.095,0,0,0,0,0,0.103,0,class3
1689,0.28,0.028,0,0,0,0,0,0,0.1,0.0037,0,0,0,0.1008,1,0,0,0,0,0.099,0,class3
1690,0.35,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1691,0.19,0.02,0,1,0,0,0,0,0.105,0.0184,0,0,0,0.10489,0,0,0,0,0,0.1,0,class2
1692,0.71,0.01,0,0,0,0,0,0,0.12,2e-05,0,0,0,0.213,0,0,0,0,0,0.056,0,class3
1693,0.66,0.003,0,1,0,0,0,0,0.064,0.0013,0,0,0,0.096,0,0,0,0,0,0.066,0,class3
1694,0.62,0.008,1,1,0,1,0,0,0.083,0.013,0,0,1,0.103,0,0,0,0,0,0.081,0,class2
1695,0.83,0.012,0,0,0,0,0,0,0.103,0.0016,0,0,0,0.131,0,0,0,0,0,0.079,0,class3
1696,0.57,0.018,0,1,0,0,0,0,0.071,0.00189,0,0,0,0.099,0,0,0,1,0,0.072,0,class3
1697,0.68,0.008,0,0,0,0,0,0,0.098,0.0015,0,1,0,0.119,0,0,0,0,0,0.082,0,class3
1698,0.52,0.0208,0,0,0,0,0,0,0.116,0.0027,0,0,0,0.11693,0,0,0,0,0,0.099,0,class3
1699,0.73,0.016,0,0,0,0,0,0,0.1,0.0034,0,0,0,0.113,0,0,0,0,0,0.088,0,class3
1700,0.38,0.019,1,1,0,0,0,0,0.139,0.002,0,0,0,0.145,0,0,0,0,0,0.096,0,class3
1701,0.73,0.011,0,1,0,0,0,0,0.062,0.0027,0,0,0,0.089,0,0,0,0,0,0.07,0,class3
1702,0.39,0.024,0,1,0,0,0,0,0.112,0.0014,0,0,0,0.109,0,0,0,0,0,0.103,0,class3
1703,0.53,0.034,0,0,0,0,0,0,0.201,0.0,0,1,0,0.186,0,0,0,0,0,0.108,0,class3
1704,0.31,0.018,1,0,0,0,0,0,0.093,0.0001,0,0,0,0.09375,0,0,0,0,0,0.099,0,class3
1705,0.72,0.025,0,0,0,0,0,0,0.087,0.0039,0,0,0,0.078,0,0,0,0,0,0.111,0,class3
1706,0.81,0.015,0,0,0,0,0,0,0.114,0.0012,0,0,0,0.115,0,0,0,0,0,0.099,0,class3
1707,0.39,0.015,0,0,0,0,0,0,0.084,1e-05,0,0,0,0.085,0,0,0,1,0,0.099,0,class3
1708,0.37,0.019,0,1,0,0,0,0,0.117,0.0011,0,0,0,0.118,0,0,0,0,0,0.1,0,class3
1709,0.81,0.02,0,1,0,0,0,0,0.097,0.0014,0,0,0,0.081,0,0,0,0,0,0.12,0,class3
1710,0.53,0.0206,0,0,0,0,0,0,0.129,0.0001,0,1,0,0.119,0,0,0,0,0,0.108,0,class3
1711,0.7,0.018,0,0,0,0,0,0,0.167,0.0017,0,0,0,0.189,0,0,0,0,0,0.088,0,class3
1712,0.68,0.009,0,1,0,0,0,0,0.072,0.0002,0,0,0,0.094,0,0,0,0,0,0.077,0,class3
1713,0.34,0.023,0,0,0,0,0,0,0.139,0.00015,0,0,0,0.131,0,0,0,1,0,0.104,0,class3
1714,0.26,0.039,0,0,0,0,0,0,0.122,0.0002,0,1,0,0.096,0,0,0,0,0,0.128,1,class3
1715,0.44,0.008,0,1,0,0,0,0,0.086,0.011,0,0,0,0.13,0,0,0,0,0,0.066,0,class2
1716,0.61,0.018,0,0,0,0,0,0,0.124,0.0043,0,0,0,0.125,0,0,0,0,0,0.099,0,class3
1717,0.74,0.018,0,1,0,0,0,0,0.098,0.0033,0,0,0,0.118,0,0,0,0,0,0.083,0,class3
1718,0.7,0.013,0,1,0,0,0,0,0.105,0.003,0,0,0,0.112,0,0,0,0,0,0.094,0,class3
1719,0.62,0.017,0,0,0,0,0,0,0.072,0.024,0,0,0,0.068,0,0,0,0,0,0.107,0,class2
1720,0.67,0.016,1,1,0,0,0,0,0.094,0.00015,0,0,0,0.108,0,0,0,0,0,0.087,0,class3
1721,0.34,0.025,0,0,0,0,0,0,0.119,3e-05,0,0,0,0.076,0,0,0,1,0,0.155,1,class3
1722,0.64,0.015,0,1,0,0,0,0,0.133,0.0046,0,0,0,0.124,0,0,0,0,0,0.108,0,class3
1723,0.69,0.019,0,0,0,0,0,0,0.135,0.0011,0,0,0,0.141,0,0,0,0,0,0.096,0,class3
1724,0.61,0.017,0,1,0,1,0,0,0.107,0.002,0,0,0,0.107,0,0,0,0,0,0.099,0,class3
1725,0.29,0.016,0,0,0,0,0,0,0.086,0.00189,1,0,0,0.111,0,0,0,1,0,0.078,0,class3
1726,0.26,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1727,0.4,0.019,0,0,0,0,0,0,0.142,0.0016,0,1,0,0.156,0,0,0,0,0,0.091,0,class3
1728,0.54,0.007,1,0,0,0,0,0,0.076,0.0033,0,0,0,0.105,0,0,0,0,0,0.072,0,class3
1729,0.63,0.022,0,1,0,0,0,0,0.083,0.0027,0,0,0,0.08366,0,0,0,0,0,0.099,0,class3
1730,0.45,0.023,0,1,0,0,0,0,0.088,0.0013,0,0,0,0.106,0,0,0,0,0,0.084,0,class3
1731,0.52,0.023,0,0,0,0,0,0,0.106,0.00879,0,0,0,0.085,0,0,0,0,0,0.125,0,class2
1732,0.7,0.018,0,0,0,0,0,0,0.087,0.0022,0,0,0,0.075,0,0,0,0,0,0.116,0,class3
1733,0.5,0.014,0,1,0,0,0,0,0.041,0.08,0,0,0,0.036,0,0,0,0,0,0.114,0,class1
1734,0.76,0.025,0,0,0,0,0,0,0.133,0.0012,0,0,0,0.115,0,0,0,0,0,0.116,0,class3
1735,0.56,0.0208,0,1,0,0,0,0,0.069,0.0002,0,0,0,0.086,0,0,0,0,0,0.081,0,class3
1736,0.56,0.0206,0,0,0,0,0,0,0.11118,0.0004,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1737,0.68,0.014,0,0,0,0,0,0,0.111,0.012,0,0,1,0.093,0,0,0,0,0,0.12,0,class2
1738,0.85,0.024,0,0,0,0,0,0,0.066,0.0073,0,0,1,0.061,0,0,0,0,0,0.109,0,class3
1739,0.35,0.023,0,0,0,0,0,0,0.082,0.0017,0,0,0,0.093,0,0,0,0,0,0.088,0,class3
1740,0.48,0.023,0,1,0,0,0,0,0.107,0.00064,0,0,0,0.101,0,0,0,0,0,0.104,0,class3
1741,0.6,0.0206,0,1,0,0,0,0,0.088,0.0052,0,0,0,0.092,0,0,0,0,0,0.095,0,class3
1742,0.38,0.024,0,0,0,0,0,0,0.096,0.0028,0,0,0,0.099,0,0,0,0,0,0.098,0,class3
1743,0.58,0.023,0,1,0,0,0,0,0.124,0.0017,0,0,0,0.099,0,0,0,0,0,0.125,0,class3
1744,0.2,0.022,0,1,0,0,0,0,0.117,0.00189,0,0,0,0.11794,0,0,0,0,0,0.099,0,class3
1745,0.35,0.027,0,1,0,0,0,0,0.137,0.0012,0,0,0,0.115,0,0,0,0,0,0.119,0,class3
1746,0.41,0.018,0,0,1,0,0,0,0.091,0.0051,0,0,0,0.082,0,0,0,0,0,0.112,0,class3
1747,0.72,0.01,0,0,0,1,0,0,0.101,0.0013,0,0,0,0.127,0,0,0,0,0,0.08,0,class3
1748,0.33,0.022,0,0,0,0,0,0,0.12,0.0039,0,0,0,0.085,0,1,0,0,0,0.141,1,class3
1749,0.81,0.018,0,0,0,0,0,0,0.131,0.0039,0,0,0,0.133,0,0,0,0,0,0.098,0,class3
1750,0.33,0.015,0,0,0,0,0,0,0.16,1e-05,0,0,0,0.185,0,0,0,0,0,0.087,0,class3
1751,0.56,0.022,0,0,0,0,0,0,0.108,0.0002,0,0,0,0.122,0,0,0,0,0,0.088,0,class3
1752,0.18,0.0206,0,0,0,0,0,0,0.11118,0.00189,1,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1753,0.75,0.002,0,1,0,0,0,0,0.078,0.0024,0,0,0,0.139,0,0,0,0,0,0.056,0,class3
1754,0.25,0.0206,0,1,0,0,1,0,0.101,0.00208,0,0,0,0.101,0,0,0,0,0,0.1,0,class3
1755,0.63,0.016,0,0,0,0,0,0,0.102,0.002,0,0,0,0.128,0,0,0,0,0,0.082,0,class3
1756,0.59,0.02,0,1,0,0,0,0,0.118,5e-05,0,0,0,0.129,0,0,0,0,0,0.092,0,class3
1757,0.41,0.0206,0,0,0,0,0,0,0.149,0.0028,0,1,1,0.148,0,0,0,0,0,0.1,0,class3
1758,0.48,0.0206,0,0,0,0,0,0,0.112,0.0028,0,0,0,0.121,0,0,0,0,0,0.092,0,class3
1759,0.26,0.024,0,0,0,0,0,0,0.09,0.0029,0,0,0,0.098,0,0,0,0,0,0.092,0,class3
1760,0.61,0.013,0,1,0,0,0,0,0.093,0.0038,0,1,0,0.111,0,0,0,0,0,0.084,0,class3
1761,0.22,0.0208,0,1,0,0,0,0,0.083,0.0037,0,0,0,0.101,0,0,0,0,0,0.082,0,class3
1762,0.49,0.0206,0,0,0,0,0,0,0.138,4e-05,0,0,0,0.166,0,0,0,0,0,0.083,0,class3
1763,0.46,0.015,0,1,0,0,0,0,0.097,0.0014,0,0,0,0.104,0,0,0,0,0,0.094,0,class3
1764,0.72,0.019,0,0,0,0,0,0,0.141,0.0015,0,0,0,0.129,0,0,0,0,0,0.109,0,class3
1765,0.63,0.009,0,0,0,0,0,0,0.082,0.0033,0,0,0,0.075,0,0,0,0,0,0.11,0,class3
1766,0.38,0.0208,0,0,0,0,0,0,0.109,0.0015,0,0,0,0.107,0,0,0,0,0,0.102,0,class3
1767,0.4,0.016,0,0,0,0,0,0,0.075,0.0028,0,0,0,0.099,0,0,0,0,0,0.076,0,class3
1768,0.55,0.017,0,0,0,0,0,0,0.095,0.0002,0,0,0,0.121,0,0,0,0,0,0.079,0,class3
1769,0.33,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1770,0.56,0.023,0,1,0,0,0,0,0.098,0.00189,0,0,0,0.092,0,0,0,0,0,0.107,0,class3
1771,0.76,0.0206,0,0,0,0,0,0,0.118,0.0025,0,0,1,0.118,0,0,0,1,0,0.1,0,class3
1772,0.65,0.019,0,1,0,0,0,0,0.134,0.0002,0,0,0,0.137,0,0,0,0,0,0.098,0,class3
1773,0.27,0.026,0,0,0,0,0,0,0.1,0.0023,0,0,0,0.1008,1,0,0,0,0,0.099,0,class3
1774,0.73,0.02,0,0,0,0,0,0,0.116,0.0007,0,0,0,0.117,0,0,0,0,0,0.099,0,class3
1775,0.39,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1776,0.66,0.025,0,0,0,0,0,0,0.142,0.0002,0,1,0,0.113,0,0,0,0,0,0.125,0,class3
1777,0.29,0.023,1,1,0,0,0,0,0.135,0.0017,0,0,0,0.14,0,0,0,0,0,0.097,0,class3
1778,0.67,0.024,0,0,0,0,0,0,0.087,0.0013,0,1,0,0.08,0,0,0,0,0,0.109,0,class3
1779,0.83,0.0174,0,0,0,0,0,0,0.148,0.019,0,0,0,0.134,0,0,0,0,0,0.111,0,class2
1780,0.78,0.006,0,0,0,0,0,0,0.07,0.0001,0,0,1,0.177,0,0,0,0,0,0.09,0,class3
1781,0.25,0.017,0,0,0,0,0,0,0.167,0.0019,0,0,0,0.137,0,0,0,0,0,0.121,0,class3
1782,0.64,0.0206,0,0,0,0,0,0,0.125,0.00082,0,0,1,0.124,0,0,0,0,0,0.101,0,class3
1783,0.43,0.0206,0,0,0,0,0,0,0.134,0.0002,0,1,0,0.131,0,0,0,0,0,0.103,0,class3
1784,0.67,0.02,0,1,0,0,0,0,0.101,0.00025,0,0,0,0.124,0,0,0,0,0,0.081,0,class3
1785,0.78,0.009,0,0,0,0,0,0,0.05,0.025,0,0,1,0.06,0,0,0,0,0,0.084,0,class1
